1,	0.5,	7,	22,	31
2,	1.5,	7,	24,	31
3,	6.5,	7,	26,	31
4,	10.5,	7,	19,	20
5,	14.5,	4,	27,	15
6,	16.0,	0,	7,	20
7,	21.0,	0,	0,	15
8,	19.5,	0,	0,	15
9,	16.0,	4,	17,	20
10,	10.5,	7,	27,	25
11,	5.0,	7,	26,	30
12,	0.5,	8,	18,	31
